split,loss,miou_all,mdice_all,target_miou,target_mdice,weed_cover_mae,weed_cover_rmse,weed_cover_corr,seconds_per_image,fps,iou_background,dice_background,precision_background,recall_background,iou_crop,dice_crop,precision_crop,recall_crop,iou_weed,dice_weed,precision_weed,recall_weed
test,0.1968711716681719,0.711843458092662,0.8209256985289001,0.6022897688902923,0.7492681235436701,0.03140712890625,0.04764993570239361,0.8870532092985106,0.02441068060696125,40.965674661067325,0.9309508364974014,0.9642408484993598,0.9651657008406036,0.9633177669069292,0.6741856865001826,0.8053893805645185,0.805376650685829,0.8054021108455836,0.530393851280402,0.6931468665228218,0.6880296446630948,0.6983407774532878
